4286,3623,False,6.095325000000000
3039,3045,False,5.7907070000000003
3700,85984,False,5.796366000000000,,,,
3003,3046,False,8.656968000000001,,,,,
43093,43093,True,8.76996900000000,,,,,
15672,15672,True,8.616159000000000,,,,,
14719,14719,True,8.740491000000000,,,,,
3659,3659,True,8.7123440000000,,,,,
3002,3037,False,8.779643999999999,,,,,
3020,3020,True,8.666062000000000,,,,,
27925,27925,True,8.565087999999999,,,,,
3298,3298,True,8.717457000000000,,,,,
3037,3037,True,8.73379100000000,,,,,
85984,3023,False,8.537151000000000,,,,,
2780,2780,True,8.663338000000000,,,,,
3062,3062,True,8.709987999999999,,,,,
4490,4490,True,8.85324200000000,,,,,
54200,3024,False,8.683828999999999,,,,,
4286,4286,True,8.561377999999999,,,,,
27925,6632,False,8.525207000000000,,,,,
4490,4490,True,8.491213000000000,,,,,
85984,3794,False,8.50376600000000,,,,,
3622,4490,False,8.633265000000000,,,,,
3005,3005,True,8.476545000000000,,,,,
3024,3024,True,8.462265000000000,,,,,
3675,99301,False,8.699152000000000,,,,,
3037,3037,True,8.67468800000000,,,,,
43857,43857,True,8.497977000000001,,,,,
15672,15672,True,8.48360800000000,,,,,
2357,2420,False,8.551568000000000,,,,,
3298,3020,False,8.569053000000000,,,,,
3675,99301,False,8.76958400000000,,,,,
3623,3623,True,8.541748000000000,,,,,
3069,3062,False,8.464995999999999,,,,,
2357,3004,False,8.497064000000000,,,,,
15672,15672,True,8.513631000000000,,,,,
18654,18654,True,8.472134000000000,,,,,
3069,3069,True,8.472134000000000,,,,,
3024,3024,True,8.438965000000000,,,,,
41677,41677,True,8.472170999999999,,,,,
3062,3062,True,8.468794000000001,,,,,
3062,3062,True,8.400862000000000,,,,,
3046,3063,False,8.5694420000000,,,,,
3700,3004,False,8.52454900000000,,,,,
2357,14719,False,8.528566000000000,,,,,
15672,15672,True,8.519527999999999,,,,,
3623,85984,False,8.947623999999999,,,,,
3622,3622,True,8.699490000000001,,,,,
3794,3023,False,8.464581000000001,,,,,
3070,3070,True,8.680918999999999,,,,,
4150,4150,True,8.601238000000000,,,,,
3022,6632,False,8.447100000000001,,,,,
3024,3024,True,8.432855999999999,,,,,
3010,4490,False,8.62083600000000,,,,,
3068,3022,False,8.618950000000000,,,,,
43093,43093,True,9.095224000000000,,,,,
4150,4150,True,8.48857800000000,,,,,
3024,3024,True,8.474938999999999,,,,,
6143,6143,True,8.530303999999999,,,,,
3021,3022,False,8.477869999999999,,,,,
33909,3022,False,8.521414999999999,,,,,
3040,3004,False,8.581560000000000,,,,,
3794,3794,True,8.47243000000000,,,,,
3038,3038,True,8.589589000000000,,,,,
3623,3623,True,8.618197000000000,,,,,
18654,18654,True,8.478287999999999,,,,,
3045,3046,False,8.556865000000000,,,,,
4490,4490,True,8.597353999999999,,,,,
85984,3794,False,8.600970999999999,,,,,
3623,3623,True,8.546765000000001,,,,,
85984,3062,False,8.487477999999999,,,,,
3039,3045,False,8.648168999999999,,,,,
4490,3622,False,8.50199000000000,,,,,
3068,3068,True,8.542256000000000,,,,,
2357,2357,True,8.555586000000000,,,,,
3001,3037,False,8.695866000000001,,,,,
85984,3068,False,8.445256000000001,,,,,
3005,3005,True,8.484958000000001,,,,,
54200,85984,False,8.58106800000000,,,,,
3021,3022,False,8.51612400000000,,,,,
3003,3003,True,8.637931000000000,,,,,
3068,33909,False,8.509695000000001,,,,,
27925,27925,True,8.56943400000000,,,,,
99301,99301,True,8.763627000000000,,,,,
3045,85984,False,8.595824000000000,,,,,
3675,3675,True,8.678794000000000,,,,,
3001,3001,True,8.576470000000000,,,,,
3002,3002,True,8.690009000000000,,,,,
43093,43093,True,8.463298999999999,,,,,
2420,3068,False,8.475780000000000,,,,,
3675,3675,True,8.734560999999999,,,,,
3623,3623,True,8.475167000000001,,,,,
3005,3005,True,8.557700000000001,,,,,
3022,33909,False,8.521936000000000,,,,,
4286,4286,True,8.522171000000000,,,,,
3675,3675,True,8.654916000000000,,,,,
2780,2780,True,8.484617000000000,,,,,
18654,18654,True,8.492535000000000,,,,,
3037,3037,True,8.803260999999999,,,,,
3020,3010,False,8.739095000000001,,,,,
3070,3070,True,8.427175999999999,,,,,
3022,33909,False,8.494464000000001,,,,,
2420,2420,True,8.474577000000000,,,,,
4274,4274,True,8.495532000000001,,,,,
3068,3068,True,8.528753000000000,,,,,
3700,3700,True,8.543383000000000,,,,,
41677,18654,False,8.447554000000000,,,,,
3070,3070,True,8.48963500000000,,,,,
3024,3024,True,8.442672000000000,,,,,
3794,3794,True,8.48548900000000,,,,,
3022,4150,False,8.529763000000001,,,,,
3659,3010,False,8.5984950000000,,,,,
3068,3068,True,8.494400000000001,,,,,
3040,3040,True,8.502503000000001,,,,,
3023,3794,False,8.521053999999999,,,,,
3068,14719,False,8.461016000000001,,,,,
3700,3700,True,8.525131999999999,,,,,
43857,43857,True,8.477185000000000,,,,,
3010,3010,True,8.631335999999999,,,,,
33909,33909,True,8.632332999999999,,,,,
3298,3298,True,8.63927700000000,,,,,
3659,3004,False,8.54504700000000,,,,,
3039,3046,False,8.553417000000000,,,,,
4286,4286,True,8.613648000000000,,,,,
3039,2357,False,8.569540000000000,,,,,
3024,3024,True,8.438454000000000,,,,,
41678,41678,True,8.558678000000000,,,,,
33909,3021,False,8.508186000000000,,,,,
41677,41677,True,8.501469000000000,,,,,
3039,3046,False,8.567615000000000,,,,,
6143,6143,True,8.566319999999999,,,,,
85984,85984,True,8.556781000000001,,,,,
27925,27925,True,8.582633000000000,,,,,
3037,3037,True,8.720255999999999,,,,,
18654,18654,True,8.509708000000000,,,,,
3001,3001,True,8.730054000000001,,,,,
6632,3069,False,8.465456000000000,,,,,
41678,41678,True,8.481783999999999,,,,,
2420,14719,False,8.494687000000001,,,,,
3622,4490,False,8.57602600000000,,,,,
3023,3794,False,8.440296000000000,,,,,
18654,18654,True,8.508689000000000,,,,,
3021,3068,False,8.530334000000000,,,,,
54200,3024,False,8.490897000000000,,,,,
14719,14719,True,8.471837000000001,,,,,
3005,3005,True,8.495715000000001,,,,,
3039,3003,False,8.500716000000001,,,,,
3794,3794,True,8.458041000000000,,,,,
3659,3010,False,8.59820000000000,,,,,
3675,3675,True,8.758400000000000,,,,,
3070,3070,True,8.457542999999999,,,,,
41678,41678,True,8.549243000000001,,,,,
3010,3010,True,8.681641000,,,,,
3062,3062,True,8.469080999999999,,,,,
3037,3298,False,8.644408000000000,,,,,
3037,3037,True,8.66551200000000,,,,,
85984,3069,False,8.48510200000000,,,,,
3659,3659,True,8.604317999999999,,,,,
3700,3004,False,8.558266000000000,,,,,
3024,3024,True,8.430994000000000,,,,,
3002,3622,False,8.619702000000000,,,,,
3038,3002,False,8.685746999999999,,,,,
43857,43857,True,8.47509500000000,,,,,
3037,3010,False,8.644104000000000,,,,,
3022,3022,True,8.46348800000000,,,,,
3021,3021,True,8.646119000000001,,,,,
3069,54200,False,8.47364600000000,,,,,
4150,4150,True,8.488158000000000,,,,,
41678,33909,False,8.65734100000000,,,,,
3023,4150,False,8.502039000000000,,,,,
18654,18654,True,8.61316500000000,,,,,
3045,3045,True,9.04751200000000,,,,,
2357,3700,False,8.864462000000000,,,,,
3675,3675,True,7.987535000000000,,,,,
4286,4286,True,8.809415000000000,,,,,
3794,3794,True,8.866725000000001,,,,,
3045,3045,True,8.762072000000000,,,,,
3005,3005,True,8.61537500000000,,,,,
15672,15672,True,8.60020100000000,,,,,
6143,6143,True,8.699741000000000,,,,,
41677,41677,True,8.564831000000000,,,,,
3021,3021,True,8.650316000000000,,,,,
27925,41677,False,8.576048000000000,,,,,
27925,3069,False,8.619726999999999,,,,,
33909,3068,False,8.669919999999999,,,,,
3794,3794,True,8.620505000000000,,,,,
99301,99301,True,8.818160000000001,,,,,
3010,3010,True,8.694789000000000,,,,,
3020,3020,True,8.812697999999999,,,,,
3659,3659,True,8.874825000000000,,,,,
3794,3024,False,8.528396000000001,,,,,
6632,6632,True,8.622913000000000,,,,,
3063,3010,False,8.619377000000000,,,,,
99301,3298,False,8.670811000000000,,,,,
41677,41677,True,8.550221000000001,,,,,
3003,3003,True,8.582259000000001,,,,,
99301,3002,False,8.686636000000000,,,,,
54200,3070,False,8.509466000000000,,,,,
41678,41678,True,8.588419000000000,,,,,
33909,3068,False,8.515921000000001,,,,,
3298,3045,False,8.758830000000000,,,,,
3010,3010,True,8.682886999999999,,,,,
4286,3040,False,8.57326100000000,,,,,
99301,99301,True,8.66250200000000,,,,,
3040,15672,False,8.553299000000001,,,,,
99301,99301,True,8.686892000000000,,,,,
14719,14719,True,8.610664000000000,,,,,
3068,3068,True,8.607554000000000,,,,,
3037,3037,True,8.893238000000000,,,,,
3063,3063,True,8.616198000000001,,,,,
43857,43857,True,8.516088000000000,,,,,
3002,3002,True,8.720228000000001,,,,,
4150,3069,False,8.535957000000000,,,,,
3039,3039,True,8.660423000000000,,,,,
3022,3022,True,8.657918000000000,,,,,
3069,3069,True,8.590496999999999,,,,,
3623,3623,True,8.628029000000000,,,,,
2780,2780,True,8.533110000000001,,,,,
3002,3002,True,8.66948900000000,,,,,
99301,99301,True,8.852064000000000,,,,,
3069,43093,False,8.535532000000000,,,,,
3046,3046,True,8.640473999999999,,,,,
3069,43857,False,8.575393000000000,,,,,
4490,3700,False,8.538707000000000,,,,,
43093,43093,True,8.590890000000000,,,,,
3794,3794,True,8.558700999999999,,,,,
3063,3063,True,8.59589400000000,,,,,
2780,2780,True,8.532774000000000,,,,,
41677,41677,True,8.496445000000000,,,,,
3002,3021,False,8.841934000000000,,,,,
3003,3039,False,8.597918999999999,,,,,
3005,3005,True,8.553595000000000,,,,,
3062,3062,True,8.525465000000001,,,,,
41678,3700,False,8.55965500000000,,,,,
3003,3003,True,8.57829200000000,,,,,
3700,3004,False,8.563356000000001,,,,,
4274,4274,True,8.477479000000001,,,,,
3046,3039,False,8.618086000000000,,,,,
3038,3298,False,8.742618999999999,,,,,
3010,3010,True,8.681228000000001,,,,,
3005,3005,True,8.484992000000000,,,,,
3010,3010,True,8.666969999999999,,,,,
3022,3022,True,8.52916100000000,,,,,
3003,3046,False,8.626136000000001,,,,,
41677,3069,False,8.517322000000000,,,,,
3623,3623,True,8.547129000000000,,,,,
3062,3062,True,8.52053700000000,,,,,
3622,3063,False,8.603846000000001,,,,,
3623,3623,True,8.531097000000001,,,,,
3069,3794,False,8.525648000000000,,,,,
3001,3002,False,8.67194400000000,,,,,
85984,85984,True,8.54943600000000,,,,,
4286,3040,False,8.591276000000001,,,,,
3070,3070,True,8.6469090000000,,,,,
3001,3003,False,8.610587000000001,,,,,
3040,3023,False,8.588372000000000,,,,,
3022,33909,False,8.702769000000000,,,,,
3700,3023,False,8.584111000000000,,,,,
4286,4286,True,8.582046999999999,,,,,
3037,3037,True,8.785245000000000,,,,,
3024,3024,True,8.629474999999999,,,,,
3622,3622,True,8.777810000000001,,,,,
3023,3023,True,8.582276999999999,,,,,
3045,3045,True,8.604682000000000,,,,,
3002,3038,False,8.64457100000000,,,,,
3003,3046,False,8.783479000000000,,,,,
4274,4274,True,8.475996000000000,,,,,
3023,3023,True,8.5320730000000,,,,,
3021,3021,True,8.596785000000001,,,,,
15672,15672,True,8.59526500000000,,,,,
3700,3004,False,8.66501500000000,,,,,
14719,6632,False,8.614388000000000,,,,,
33909,33909,True,8.574854000000000,,,,,
3046,3046,True,8.533191000000000,,,,,
99301,99301,True,8.885839000000001,,,,,
2780,43093,False,8.490989000000001,,,,,
2420,3623,False,8.52116100000000,,,,,
54200,18654,False,8.614556000000000,,,,,
43093,2780,False,8.494923000000000,,,,,
3022,2420,False,8.625501999999999,,,,,
41677,41677,True,8.528366999999999,,,,,
6143,6143,True,8.694914000000001,,,,,
3298,3298,True,8.652849000000000,,,,,
3063,3003,False,8.543740000000000,,,,,
3659,3659,True,8.816025000000000,,,,,
3022,3068,False,8.538703999999999,,,,,
3001,3037,False,8.69518000000000,,,,,
4286,4286,True,8.648364000000001,,,,,
6143,6143,True,8.671930000000000,,,,,
27925,3069,False,8.514727000000001,,,,,
43857,4150,False,8.570926999999999,,,,,
99301,99301,True,8.748055000000001,,,,,
6632,85984,False,8.537478000000000,,,,,
3004,3004,True,8.657914000000000,,,,,
43093,2780,False,8.527958999999999,,,,,
3021,3038,False,8.834362000000000,,,,,
3298,3298,True,8.755632000000000,,,,,
3659,3659,True,8.637032000000000,,,,,
3039,3046,False,8.675257999999999,,,,,
41677,41677,True,8.582043000000001,,,,,
3020,3020,True,8.732195000000001,,,,,
99301,99301,True,8.776610000000000,,,,,
3039,3003,False,8.60463500000000,,,,,
2780,43093,False,8.50546900000000,,,,,
3046,3046,True,8.623059000000000,,,,,
3700,43857,False,8.534155000000000,,,,,
6143,6143,True,8.582475000000001,,,,,
4286,3623,False,7.99804200000000,,,,,
3039,3045,False,7.512008000000000,,,,,
3700,85984,False,7.635240000000000,,,,,
3002,3002,True,7.538678000000000,,,,,
3659,3659,True,7.7830769999999996,,,,,
54200,54200,True,7.792005000000000,,,,,
3022,3040,False,7.878258000000000,,,,,
3794,85984,False,7.812676000000000,,,,,
3046,3003,False,9.131876000000000,,,,,
41677,41677,True,9.294969000000000,,,,,
3069,3794,False,8.998309000000001,,,,,
3024,3024,True,8.890177000000000,,,,,
27925,3068,False,8.902104000000000,,,,,
3005,43857,False,8.90757100000000,,,,,
43857,43857,True,8.8073150000000,,,,,
2420,14719,False,8.813561000000000,,,,,
3039,3039,True,8.959719000000000,,,,,
3062,3062,True,8.765053000000000,,,,,
3623,3623,True,8.657491000000000,,,,,
54200,18654,False,8.67981800000000,,,,,
3040,3040,True,8.893466000000000,,,,,
3020,3001,False,9.052057000000000,,,,,
41677,41677,True,8.567791000000000,,,,,
43857,3069,False,8.607113000000000,,,,,
3022,33909,False,8.636188000000001,,,,,
4490,4490,True,8.763254000000000,,,,,
43093,43093,True,8.872033000000000,,,,,
3068,3068,True,8.631342999999999,,,,,
3623,4286,False,8.67813500000000,,,,,
3700,3700,True,8.645925000000000,,,,,
6143,6143,True,8.831856999999999,,,,,
4274,4274,True,8.771796000000000,,,,,
4286,4286,True,8.726761000000000,,,,,
99301,3010,False,8.767723999999999,,,,,
3068,3068,True,8.679192000000000,,,,,
14719,2420,False,8.636043000000001,,,,,
43857,43857,True,8.715324000000001,,,,,
2420,2420,True,8.740418000000000,,,,,
15672,15672,True,8.82888900000000,,,,,
3004,3700,False,8.856102000000000,,,,,
3038,3002,False,8.820067000000000,,,,,
2357,3046,False,8.632004000000000,,,,,
2420,3022,False,8.649428000000000,,,,,
3001,3001,True,8.777908000000000,,,,,
2780,2780,True,8.638392000000000,,,,,
99301,99301,True,8.956975999999999,,,,,
3037,3038,False,8.659367000000000,,,,,
99301,99301,True,8.913129000000000,,,,,
3037,3037,True,8.705093000000000,,,,,
14719,2420,False,8.685169999999999,,,,,
3001,3001,True,8.855824999999999,,,,,
3020,3039,False,8.663542000000000,,,,,
3068,33909,False,8.618866000000001,,,,,
3070,3070,True,8.62925700000000,,,,,
3659,3622,False,8.808923000000000,,,,,
3037,3010,False,8.826549999999999,,,,,
85984,3794,False,8.712635000000001,,,,,
4286,3045,False,8.674514000000000,,,,,
3675,3298,False,8.720605000000001,,,,,
3794,3794,True,8.598691000000001,,,,,
3700,85984,False,8.877777000000000,,,,,
4286,3045,False,8.657629000000000,,,,,
4490,4490,True,8.887034999999999,,,,,
41678,41678,True,8.828912000000001,,,,,
3070,3070,True,8.794603000000000,,,,,
33909,3022,False,8.633152000000001,,,,,
15672,15672,True,8.784189000000000,,,,,
3022,33909,False,8.751732000000001,,,,,
43093,2780,False,8.650092000000001,,,,,
3040,3040,True,8.64223000000000,,,,,
3037,3037,True,8.922342000000000,,,,,
3659,3659,True,9.03651000000000,,,,,
3068,3068,True,8.742887000000000,,,,,
6143,6143,True,8.762152000000000,,,,,
4274,4274,True,8.657641999999999,,,,,
4274,4274,True,8.672091999999999,,,,,
3070,3069,False,8.597222000000000,,,,,
27925,27925,True,8.699636999999999,,,,,
3004,85984,False,8.558672000000000,,,,,
85984,85984,True,8.624858000000000,,,,,
85984,3023,False,8.626734000000001,,,,,
2420,2420,True,8.635607000000000,,,,,
3038,3039,False,8.630369999999999,,,,,
3023,3023,True,8.746580000000000,,,,,
33909,3023,False,8.771454000000000,,,,,
41678,41678,True,8.636129000000000,,,,,
3037,3039,False,8.669422000000001,,,,,
41678,3068,False,8.744690000000000,,,,,
3623,3023,False,8.626982999999999,,,,,
6632,6632,True,8.641515000000000,,,,,
3794,3794,True,8.748008000000000,,,,,
3024,3024,True,8.752972000000000,,,,,
3063,3622,False,8.616405000000000,,,,,
3005,3005,True,8.626474000000000,,,,,
3020,3001,False,8.804748000000000,,,,,
41677,41677,True,8.785102999999999,,,,,
2780,43093,False,8.513415000000000,,,,,
54200,54200,True,8.614357000000000,,,,,
33909,3068,False,8.78065500000000,,,,,
3003,3003,True,8.66910400000000,,,,,
3023,3023,True,8.64162800000000,,,,,
3675,3298,False,8.881288000000000,,,,,
3622,3622,True,8.944425000000001,,,,,
15672,3005,False,8.791373999999999,,,,,
4490,3003,False,8.64678100000000,,,,,
3023,3069,False,8.730062000000000,,,,,
3005,3005,True,8.55018200000000,,,,,
3070,3070,True,8.622589000000000,,,,,
3005,54200,False,8.540248000000000,,,,,
3659,3010,False,8.868532999999999,,,,,
43857,43857,True,8.704459999999999,,,,,
15672,15672,True,8.603838000000000,,,,,
3002,3002,True,8.84470300000000,,,,,
15672,15672,True,8.769940999999999,,,,,
3675,3675,True,9.033208000000000,,,,,
6632,6632,True,8.645784000000001,,,,,
3001,3001,True,9.235749000000000,,,,,
3700,3004,False,8.854665000000001,,,,,
2357,3004,False,8.966278000000001,,,,,
3069,4150,False,8.831849999999999,,,,,
43093,43093,True,8.71557900000000,,,,,
3021,3021,True,8.678820999999999,,,,,
2780,3070,False,8.586534000000000,,,,,
3700,3004,False,8.588550000000000,,,,,
3069,3069,True,8.851423000000000,,,,,
3298,3298,True,8.7792490000000,,,,,
14719,3023,False,8.512836999999999,,,,,
3062,3062,True,8.74818800000000,,,,,
3070,18654,False,8.467262000000000,,,,,
3659,3659,True,8.848395000000000,,,,,
3037,3038,False,9.01579800000000,,,,,
41678,4490,False,8.79472000000000,,,,,
3039,3039,True,8.701266000000000,,,,,
2420,85984,False,8.996918000000001,,,,,
3001,3037,False,8.796200000000001,,,,,
3068,3068,True,8.666605000000001,,,,,
4490,4490,True,8.702009000000000,,,,,
2780,2780,True,8.551095999999999,,,,,
3039,3045,False,8.523586999999999,,,,,
99301,99301,True,8.774030000000000,,,,,
3002,3046,False,8.615879000000000,,,,,
3700,3700,True,8.52345300000000,,,,,
3022,85984,False,8.519856000000001,,,,,
3046,3003,False,8.68708100000000,,,,,
3010,3622,False,9.17941400000000,,,,,
3010,3010,True,9.026989000000000,,,,,
3040,33909,False,8.620692000000000,,,,,
3038,3039,False,8.881485000000000,,,,,
14719,14719,True,8.4948250000000,,,,,
54200,54200,True,8.472675000000001,,,,,
3068,3068,True,8.551815000000000,,,,,
4274,4274,True,8.445812999999999,,,,,
43093,43093,True,8.525492000000000,,,,,
4274,4274,True,8.478832000000001,,,,,
4286,3700,False,8.476946000000000,,,,,
3062,3062,True,8.467119000000000,,,,,
3046,3045,False,8.515610000000001,,,,,
3004,3004,True,8.54866100000000,,,,,
2780,2780,True,8.444962000000000,,,,,
43093,43093,True,8.49618900000000,,,,,
85984,41677,False,8.42680300000000,,,,,
3021,3021,True,8.625064000000000,,,,,
3004,3004,True,8.524210999999999,,,,,
41677,18654,False,8.46831200000000,,,,,
6632,6632,True,8.555173999999999,,,,,
3002,3002,True,8.612651000000000,,,,,
3070,3070,True,8.433799000000000,,,,,
3037,3001,False,8.721450000000001,,,,,
27925,27925,True,8.515351000000001,,,,,
3623,3023,False,8.625724000000000,,,,,
6632,6632,True,8.739458000000001,,,,,
43857,3062,False,8.562237000000000,,,,,
54200,54200,True,8.560655000000001,,,,,
3003,3003,True,8.574287000000000,,,,,
3037,3001,False,9.034770000000000,,,,,
4150,4150,True,8.778708999999999,,,,,
3002,3021,False,8.801717000000000,,,,,
3038,3039,False,8.800798000000000,,,,,
3062,3062,True,8.671237000000000,,,,,
4274,4274,True,8.740000000000000,,,,,
3700,3004,False,8.731415999999999,,,,,
3622,3005,False,8.663008000000000,,,,,
4490,3004,False,8.705862000000000,,,,,
3070,3070,True,8.484324000000001,,,,,
3068,3068,True,8.65222700000000,,,,,
3010,3622,False,8.791717000000000,,,,,
3068,3068,True,8.739857000000001,,,,,
3298,3039,False,8.777440000000000,,,,,
4286,4286,True,8.770610000000000,,,,,
3623,3023,False,8.726984000000000,,,,,
3045,3039,False,8.65984000000000,,,,,
6632,43093,False,8.6427160000000,,,,,
3298,3298,True,8.850303000000000,,,,,
3069,3069,True,8.558510000000000,,,,,
3675,3298,False,8.936578000000001,,,,,
3040,3040,True,8.574289000000000,,,,,
6143,6143,True,8.750416000000000,,,,,
27925,27925,True,8.835366000000000,,,,,
4490,4490,True,8.94010600000000,,,,,
3298,3038,False,8.859901000000001,,,,,
3005,3005,True,8.617126000000001,,,,,
3046,3039,False,8.756087000000001,,,,,
3040,3040,True,8.822165000000000,,,,,
4274,4274,True,8.74039400000000,,,,,
3023,3023,True,8.623322000000000,,,,,
3069,3069,True,8.5396410000000,,,,,
3005,3005,True,8.565344000000000,,,,,
41678,41678,True,8.786363000000000,,,,,
15672,15672,True,8.800748000000000,,,,,
3038,3002,False,8.872377000000000,,,,,
14719,14719,True,8.639621000000000,,,,,
3062,3062,True,8.818846000000001,,,,,
3063,3063,True,8.921540000000000,,,,,
4274,4274,True,8.614096999999999,,,,,
3068,85984,False,8.562047000000000,,,,,
43857,43857,True,8.61414400000000,,,,,
4150,4150,True,8.5426340000000,,,,,
85984,85984,True,8.54838000000000,,,,,
54200,54200,True,8.779938000000000,,,,,
3298,3298,True,8.955076999999999,,,,,
3622,3623,False,8.704290000000000,,,,,
3010,4286,False,8.676641000000000,,,,,
3024,3024,True,8.628185999999999,,,,,
2780,2780,True,8.563357999999999,,,,,
4150,4150,True,8.626741000000001,,,,,
3700,3004,False,8.678395999999999,,,,,
3062,3062,True,8.635089000000001,,,,,
4490,3010,False,8.528537999999999,,,,,
3021,33909,False,8.710597000000000,,,,,
3700,3700,True,8.818034000000001,,,,,
4490,4286,False,8.731583000000001,,,,,
3623,3700,False,8.838229000000000,,,,,
85984,3068,False,8.830014000000000,,,,,
2357,2357,True,8.960195000000001,,,,,
4150,4150,True,8.587478000000001,,,,,
3020,3020,True,8.85934000000000,,,,,
43857,43857,True,8.825744000000000,,,,,
3002,3021,False,8.727131999999999,,,,,
3063,3004,False,8.619574999999999,,,,,
2420,2420,True,8.531929000000000,,,,,
3003,3003,True,8.78233300000000,,,,,
4274,4274,True,8.926828000000000,,,,,
3298,4490,False,8.657772000000000,,,,,
4286,3038,False,8.809580000000000,,,,,
3062,3062,True,8.53437100000000,,,,,
4150,4150,True,8.78930900000000,,,,,
3024,3070,False,8.793202000000001,,,,,
3001,3003,False,8.821047000000000,,,,,
3001,3001,True,8.901026999999999,,,,,
3010,99301,False,8.77537800000000,,,,,
3003,3004,False,8.63204800000000,,,,,
3037,3002,False,8.741989999999999,,,,,
15672,15672,True,8.476623000000000,,,,,
3675,3675,True,8.754484000000000,,,,,
3298,3002,False,8.621888999999999,,,,,
6632,6632,True,8.491671000000000,,,,,
33909,33909,True,8.530670000000001,,,,,
3700,3004,False,8.589017000000000,,,,,
41678,41678,True,8.537157000000001,,,,,
3070,3070,True,8.659209000000001,,,,,
3068,3068,True,8.575403000000000,,,,,
4274,4274,True,8.47986600000000,,,,,
85984,85984,True,8.48370600000000,,,,,
3001,3001,True,8.762449999999999,,,,,
6143,6143,True,8.731823000000000,,,,,
3037,3002,False,8.643597000000000,,,,,
3003,3002,False,8.707641000000001,,,,,
27925,27925,True,8.921946000000000,,,,,
3005,3005,True,8.663827000000000,,,,,
3004,3004,True,8.756442000000000,,,,,
3700,3004,False,8.864537000000000,,,,,
3623,3794,False,8.788637000000000,,,,,
3675,4286,False,8.823411999999999,,,,,
3005,3005,True,8.57202400000000,,,,,
3040,3004,False,8.747939000000001,,,,,
3068,3068,True,8.544956000000001,,,,,
2780,43093,False,8.522935000000000,,,,,
3003,3003,True,8.55810800000000,,,,,
3045,3039,False,8.702949000000000,,,,,
4150,4150,True,8.480562000000001,,,,,
2780,2780,True,8.559210000000000,,,,,
15672,15672,True,8.887703999999999,,,,,
2357,2357,True,8.514621000000000,,,,,
3623,6632,False,8.518687999999999,,,,,
3675,3298,False,8.561143000000000,,,,,
3002,3002,True,8.721545000000001,,,,,
3003,3046,False,8.610167000000001,,,,,
3045,3045,True,8.503110000000000,,,,,
3005,3005,True,8.731976000000000,,,,,
3037,3037,True,8.91761600000000,,,,,
3022,3022,True,8.767977999999999,,,,,
85984,3794,False,8.773965000000000,,,,,
3622,3622,True,8.691656999999999,,,,,
3004,3040,False,8.476837000000000,,,,,
3038,3002,False,8.641140000000000,,,,,
3659,3659,True,8.595710000000000,,,,,
43857,43857,True,8.497363999999999,,,,,
41677,41677,True,8.473774000000001,,,,,
3622,3622,True,8.518602000000000,,,,,
3021,3020,False,8.449142999999999,,,,,
41677,3070,False,8.48451600000000,,,,,
85984,85984,True,8.533429999999999,,,,,
3659,3659,True,8.814852000000000,,,,,
3700,3700,True,8.502212000000000,,,,,
3039,3039,True,8.581481000000000,,,,,
27925,27925,True,8.614884999999999,,,,,
2357,2357,True,8.588971000000001,,,,,
41678,3068,False,8.541631000000001,,,,,
3004,3700,False,8.666619000000001,,,,,
3002,3002,True,8.846847000000000,,,,,
41677,41677,True,8.404201000000000,,,,,
3659,3659,True,8.650143000000000,,,,,
14719,14719,True,8.664063000000001,,,,,
41677,43093,False,8.663201000000001,,,,,
3038,3021,False,8.627719000000001,,,,,
54200,54200,True,8.507139000000000,,,,,
3070,3070,True,8.816132000000000,,,,,
3038,3021,False,8.627060000000000,,,,,
85984,3023,False,8.587757000000000,,,,,
3622,3622,True,8.666067999999999,,,,,
3023,3794,False,8.734349999999999,,,,,
4274,4274,True,8.694786000000001,,,,,
3659,3010,False,8.60744000000000,,,,,
54200,3024,False,8.617563000000001,,,,,
3005,3005,True,8.507408000000000,,,,,
3070,3070,True,8.565988000000001,,,,,
3023,3069,False,8.696463000000000,,,,,
27925,27925,True,8.667203000000001,,,,,
3070,3070,True,8.462819000000000,,,,,
3001,3002,False,8.74253000000000,,,,,
43093,43093,True,8.660190000000000,,,,,
3045,3045,True,8.765166000000001,,,,,
3037,3020,False,8.78635000000000,,,,,
15672,3023,False,8.503435000000000,,,,,
3794,41677,False,8.76386000000000,,,,,
3039,3045,False,8.863014000000000,,,,,
3005,3005,True,8.645683999999999,,,,,
3040,3040,True,8.899777000000000,,,,,
3010,3010,True,8.61189100000000,,,,,
3046,2357,False,8.668039000000000,,,,,
4150,43093,False,8.672200999999999,,,,,
41678,41678,True,8.680504000000001,,,,,
3622,3622,True,8.636673999999999,,,,,
4274,4274,True,8.556791000000000,,,,,
3046,3039,False,8.740270000000001,,,,,
99301,3038,False,8.743961000000001,,,,,
3024,3070,False,8.717881999999999,,,,,
18654,18654,True,8.744965000000001,,,,,
43093,43093,True,8.646008000000000,,,,,
3045,3045,True,8.556940000000001,,,,,
99301,3001,False,8.593603000000000,,,,,
41678,41678,True,8.548724999999999,,,,,
54200,18654,False,8.473246000000000,,,,,
4490,4490,True,8.628596999999999,,,,,
43857,3069,False,8.640943999999999,,,,,
33909,33909,True,8.684309000000001,,,,,
41677,43857,False,8.507375000000000,,,,,
3046,3063,False,8.812445000000000,,,,,
3063,33909,False,8.558059000000000,,,,,
3069,3069,True,8.406128000000001,,,,,
